foursquare_id,foursquare_name,foursquare_label,overture_category,similarity_score,match_type,semantic_group,has_overture_match,match_quality
4bf58dd8d48988d1f2931735,Performing Arts Venue,Arts and Entertainment > Performing Arts Venue,music_venue,0.325,semantic_group,entertainment_recreation,True,Fair
56aa371be4b08b9a8d5734db,Amphitheater,Arts and Entertainment > Performing Arts Venue > Amphitheater,,0.0,no_match,none,False,
5032792091d4c4b30a586d5c,Concert Hall,Arts and Entertainment > Performing Arts Venue > Concert Hall,topic_concert_venue,0.3314516129032258,semantic_group,entertainment_recreation,True,Fair
5032792091d4c4b30a586d5c,Concert Hall,Arts and Entertainment > Performing Arts Venue > Concert Hall,town_hall,0.43333333333333335,semantic_group,government_public,True,Fair
4bf58dd8d48988d135941735,Indie Theater,Arts and Entertainment > Performing Arts Venue > Indie Theater,,0.0,no_match,none,False,
4bf58dd8d48988d1e5931735,Music Venue,Arts and Entertainment > Performing Arts Venue > Music Venue,,0.0,no_match,none,False,
4bf58dd8d48988d1e7931735,Jazz and Blues Venue,Arts and Entertainment > Performing Arts Venue > Music Venue > Jazz and Blues Venue,sports_and_recreation_venue,0.3709219858156028,semantic_group,entertainment_recreation,True,Fair
4bf58dd8d48988d1e9931735,Rock Club,Arts and Entertainment > Performing Arts Venue > Music Venue > Rock Club,soccer_club,0.44666666666666666,semantic_group,entertainment_recreation,True,Fair
4bf58dd8d48988d136941735,Opera House,Arts and Entertainment > Performing Arts Venue > Opera House,country_house,0.43333333333333335,direct_match,none,True,Fair
4bf58dd8d48988d137941735,Theater,Arts and Entertainment > Performing Arts Venue > Theater,home_theater_systems_stores,0.48970588235294116,semantic_group,entertainment_recreation,True,Fair
4bf58dd8d48988d192941735,Planetarium,Arts and Entertainment > Planetarium,planetarium,1.0,direct_match,none,True,Excellent
4bf58dd8d48988d1e3931735,Pool Hall,Arts and Entertainment > Pool Hall,pool_hall,1.0,semantic_group,government_public,True,Excellent
52f2ab2ebcbc57f1066b8b43,Psychic and Astrologer,Arts and Entertainment > Psychic and Astrologer,astrologer,0.6166666666666667,direct_match,none,True,Good
507c8c4091d498d9fc8c67a9,Public Art,Arts and Entertainment > Public Art,public_plaza,0.45757575757575764,semantic_group,government_public,True,Fair
507c8c4091d498d9fc8c67a9,Public Art,Arts and Entertainment > Public Art,public_market,0.5144927536231884,semantic_group,food_dining,True,Fair
52e81612bcbc57f1066b79ed,Outdoor Sculpture,Arts and Entertainment > Public Art > Outdoor Sculpture,outdoor_gear,0.4149425287356322,direct_match,none,True,Fair
52e81612bcbc57f1066b79ee,Street Art,Arts and Entertainment > Public Art > Street Art,street_art,1.0,direct_match,none,True,Excellent
52e81612bcbc57f1066b79e9,Roller Rink,Arts and Entertainment > Roller Rink,roller_skating_rink,0.6266666666666667,direct_match,none,True,Good
52e81612bcbc57f1066b79ec,Salsa Club,Arts and Entertainment > Salsa Club,salsa_club,1.0,semantic_group,entertainment_recreation,True,Excellent
56aa371be4b08b9a8d5734f9,Samba School,Arts and Entertainment > Samba School,school,0.7166666666666666,semantic_group,education_institutions,True,Good
56aa371be4b08b9a8d5734f9,Samba School,Arts and Entertainment > Samba School,sports_school,0.42266666666666663,semantic_group,entertainment_recreation,True,Fair
4bf58dd8d48988d184941735,Stadium,Arts and Entertainment > Stadium,stadium_arena,0.73,semantic_group,entertainment_recreation,True,Good
4bf58dd8d48988d18c941735,Baseball Stadium,Arts and Entertainment > Stadium > Baseball Stadium,baseball_stadium,1.0,semantic_group,entertainment_recreation,True,Excellent
4bf58dd8d48988d18b941735,Basketball Stadium,Arts and Entertainment > Stadium > Basketball Stadium,basketball_stadium,1.0,semantic_group,entertainment_recreation,True,Excellent
4bf58dd8d48988d189941735,Football Stadium,Arts and Entertainment > Stadium > Football Stadium,football_stadium,1.0,semantic_group,entertainment_recreation,True,Excellent
4bf58dd8d48988d185941735,Hockey Stadium,Arts and Entertainment > Stadium > Hockey Stadium,soccer_stadium,0.4809523809523809,semantic_group,entertainment_recreation,True,Fair
56aa371be4b08b9a8d573556,Rugby Stadium,Arts and Entertainment > Stadium > Rugby Stadium,rugby_stadium,1.0,semantic_group,entertainment_recreation,True,Excellent
4bf58dd8d48988d188941735,Soccer Stadium,Arts and Entertainment > Stadium > Soccer Stadium,track_stadium,0.43333333333333335,semantic_group,entertainment_recreation,True,Fair
4e39a891bd410d7aed40cbc2,Tennis Stadium,Arts and Entertainment > Stadium > Tennis Stadium,tennis_stadium,1.0,semantic_group,entertainment_recreation,True,Excellent
4bf58dd8d48988d187941735,Track Stadium,Arts and Entertainment > Stadium > Track Stadium,,0.0,no_match,none,False,
4bf58dd8d48988d1d6941735,Strip Club,Arts and Entertainment > Strip Club,strip_club,1.0,semantic_group,entertainment_recreation,True,Excellent
63be6904847c3692a84b9b25,Ticket Seller,Arts and Entertainment > Ticket Seller,ticket_sales,0.4866666666666667,direct_match,none,True,Fair
5f2c14a5b6d05514c7042eb7,VR Cafe,Arts and Entertainment > VR Cafe,,0.0,no_match,none,False,
4bf58dd8d48988d193941735,Water Park,Arts and Entertainment > Water Park,water_park,1.0,semantic_group,entertainment_recreation,True,Excellent
4bf58dd8d48988d17b941735,Zoo,Arts and Entertainment > Zoo,zoo,1.0,direct_match,none,True,Excellent
58daa1558bbb0b01f18ec1fd,Zoo Exhibit,Arts and Entertainment > Zoo > Zoo Exhibit,,0.0,no_match,none,False,
4d4b7105d754a06375d81259,Business and Professional Services,Business and Professional Services,international_business_and_trade_services,0.506,semantic_group,transportation,True,Fair
4d4b7105d754a06375d81259,Business and Professional Services,Business and Professional Services,professional_services,0.7554545454545454,semantic_group,services_professional,True,Good
52e81612bcbc57f1066b7a3d,Advertising Agency,Business and Professional Services > Advertising Agency,business_advertising,0.39824561403508774,semantic_group,transportation,True,Fair
52e81612bcbc57f1066b7a3d,Advertising Agency,Business and Professional Services > Advertising Agency,airline_ticket_agency,0.3506410256410256,semantic_group,government_public,True,Fair
52e81612bcbc57f1066b7a3d,Advertising Agency,Business and Professional Services > Advertising Agency,advertising_agency,1.0,semantic_group,services_professional,True,Excellent
63be6904847c3692a84b9b26,Agriculture and Forestry Service,Business and Professional Services > Agriculture and Forestry Service,forestry_service,0.7166666666666666,semantic_group,services_professional,True,Good
63be6904847c3692a84b9b27,Appraiser,Business and Professional Services > Appraiser,,0.0,no_match,none,False,
5fac002599ce226e27fe72e5,Architecture Firm,Business and Professional Services > Architecture Firm,architecture,0.7810344827586206,direct_match,none,True,Good
63be6904847c3692a84b9b28,Art Restoration Service,Business and Professional Services > Art Restoration Service,art_restoration_service,1.0,semantic_group,services_professional,True,Excellent
63be6904847c3692a84b9b28,Art Restoration Service,Business and Professional Services > Art Restoration Service,ferry_service,0.3472222222222222,semantic_group,transportation,True,Fair
58daa1558bbb0b01f18ec1d6,Art Studio,Business and Professional Services > Art Studio,art_space_rental,0.3096153846153846,semantic_group,transportation,True,Fair
63be6904847c3692a84b9b29,Audiovisual Service,Business and Professional Services > Audiovisual Service,audiovisual_equipment_rental,0.38031914893617025,semantic_group,transportation,True,Fair
63be6904847c3692a84b9b29,Audiovisual Service,Business and Professional Services > Audiovisual Service,valet_service,0.44166666666666665,semantic_group,services_professional,True,Fair
4bf58dd8d48988d173941735,Auditorium,Business and Professional Services > Auditorium,auditorium,1.0,direct_match,none,True,Excellent
63be6904847c3692a84b9b2a,Automation and Control System,Business and Professional Services > Automation and Control System,automation_services,0.31666666666666665,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b2b,Automotive Service,Business and Professional Services > Automotive Service,automotive_services_and_repair,0.6000000000000001,semantic_group,services_professional,True,Good
63be6904847c3692a84b9b2b,Automotive Service,Business and Professional Services > Automotive Service,automotive,0.7357142857142858,semantic_group,transportation,True,Good
52f2ab2ebcbc57f1066b8b44,Automotive Repair Shop,Business and Professional Services > Automotive Service > Automotive Repair Shop,automotive_repair,0.882051282051282,semantic_group,services_professional,True,Excellent
52f2ab2ebcbc57f1066b8b44,Automotive Repair Shop,Business and Professional Services > Automotive Service > Automotive Repair Shop,tire_repair_shop,0.5657894736842106,semantic_group,retail_shopping,True,Fair
52f2ab2ebcbc57f1066b8b44,Automotive Repair Shop,Business and Professional Services > Automotive Service > Automotive Repair Shop,automotive_consultant,0.34825581395348837,semantic_group,transportation,True,Fair
4f04ae1f2fb6e1c99f3db0ba,Car Wash and Detail,Business and Professional Services > Automotive Service > Car Wash and Detail,car_wash,0.6870370370370371,direct_match,none,True,Good
63be6904847c3692a84b9b2c,Motorcycle Repair Shop,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,motorcycle_rentals,0.42500000000000004,semantic_group,transportation,True,Fair
63be6904847c3692a84b9b2c,Motorcycle Repair Shop,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,motorcycle_repair,0.882051282051282,semantic_group,services_professional,True,Excellent
63be6904847c3692a84b9b2c,Motorcycle Repair Shop,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,electronics_repair_shop,0.49888888888888894,semantic_group,retail_shopping,True,Fair
63be6904847c3692a84b9b2d,Oil Change Service,Business and Professional Services > Automotive Service > Oil Change Service,towing_service,0.42500000000000004,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b2d,Oil Change Service,Business and Professional Services > Automotive Service > Oil Change Service,oil_change_station,0.538888888888889,semantic_group,transportation,True,Fair
63be6904847c3692a84b9b2e,Smog Check Shop,Business and Professional Services > Automotive Service > Smog Check Shop,machine_shop,0.39166666666666666,semantic_group,retail_shopping,True,Fair
63be6904847c3692a84b9b2f,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,tire_shop,0.6213333333333333,semantic_group,retail_shopping,True,Good
63be6904847c3692a84b9b2f,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,tire_dealer_and_repair,0.43157894736842106,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b30,Towing Service,Business and Professional Services > Automotive Service > Towing Service,automotive_wheel_polishing_service,0.33333333333333337,semantic_group,transportation,True,Fair
63be6904847c3692a84b9b30,Towing Service,Business and Professional Services > Automotive Service > Towing Service,writing_service,0.4977011494252873,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b31,Transmissions Shop,Business and Professional Services > Automotive Service > Transmissions Shop,transmission_repair,0.3027027027027027,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b31,Transmissions Shop,Business and Professional Services > Automotive Service > Transmissions Shop,avionics_shop,0.4247311827956989,semantic_group,retail_shopping,True,Fair
5f2c1e0db6d05514c70436d4,Vehicle Inspection Station,Business and Professional Services > Automotive Service > Vehicle Inspection Station,inspection_services,0.3561111111111111,semantic_group,services_professional,True,Fair
5f2c1e0db6d05514c70436d4,Vehicle Inspection Station,Business and Professional Services > Automotive Service > Vehicle Inspection Station,television_station,0.41590909090909095,semantic_group,transportation,True,Fair
56aa371be4b08b9a8d5734cf,Ballroom,Business and Professional Services > Ballroom,,0.0,no_match,none,False,
56aa371be4b08b9a8d573517,Business Center,Business and Professional Services > Business Center,tutoring_center,0.43333333333333335,semantic_group,entertainment_recreation,True,Fair
56aa371be4b08b9a8d573517,Business Center,Business and Professional Services > Business Center,business_consulting,0.4490196078431373,semantic_group,services_professional,True,Fair
56aa371be4b08b9a8d573517,Business Center,Business and Professional Services > Business Center,business,0.7282608695652173,semantic_group,transportation,True,Good
5453de49498eade8af355881,Business Service,Business and Professional Services > Business Service,business_schools,0.44166666666666665,semantic_group,transportation,True,Fair
5453de49498eade8af355881,Business Service,Business and Professional Services > Business Service,business_banking_service,0.6533333333333333,semantic_group,services_professional,True,Good
63be6904847c3692a84b9b33,Career Counselor,Business and Professional Services > Career Counselor,career_counseling,0.5060606060606061,semantic_group,healthcare_medical,True,Fair
63be6904847c3692a84b9b34,Chemicals and Gasses Manufacturer,Business and Professional Services > Chemicals and Gasses Manufacturer,jewelry_and_watches_manufacturer,0.44974358974358974,direct_match,none,True,Fair
5744ccdfe4b0c0459246b4c7,Child Care Service,Business and Professional Services > Child Care Service,personal_care_service,0.5371794871794873,semantic_group,healthcare_medical,True,Fair
5744ccdfe4b0c0459246b4c7,Child Care Service,Business and Professional Services > Child Care Service,child_protection_service,0.5357142857142858,semantic_group,services_professional,True,Fair
4f4532974b9074f6e4fb0104,Daycare,Business and Professional Services > Child Care Service > Daycare,,0.0,no_match,none,False,
63be6904847c3692a84b9b35,Computer Repair Service,Business and Professional Services > Computer Repair Service,clock_repair_service,0.5662790697674418,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b36,Construction,Business and Professional Services > Construction,construction_services,0.740909090909091,semantic_group,services_professional,True,Good
4bf58dd8d48988d1ff931735,Convention Center,Business and Professional Services > Convention Center,family_service_center,0.31447368421052635,semantic_group,services_professional,True,Fair
4bf58dd8d48988d1ff931735,Convention Center,Business and Professional Services > Convention Center,meditation_center,0.4490196078431373,semantic_group,entertainment_recreation,True,Fair
4bf58dd8d48988d100941735,Conference Room,Business and Professional Services > Convention Center > Conference Room,emergency_room,0.442528735632184,direct_match,none,True,Fair
63be6904847c3692a84b9b37,Creative Service,Business and Professional Services > Creative Service,rental_service,0.45999999999999996,semantic_group,services_professional,True,Fair
4bf58dd8d48988d1f4941735,Design Studio,Business and Professional Services > Design Studio,design_museum,0.44358974358974357,direct_match,none,True,Fair
63be6904847c3692a84b9b38,Direct Mail and Email Marketing Service,Business and Professional Services > Direct Mail and Email Marketing Service,internet_marketing_service,0.41362637362637367,semantic_group,retail_shopping,True,Fair
63be6904847c3692a84b9b38,Direct Mail and Email Marketing Service,Business and Professional Services > Direct Mail and Email Marketing Service,deck_and_railing_sales_service,0.36618357487922704,semantic_group,services_professional,True,Fair
52e81612bcbc57f1066b7a37,Distribution Center,Business and Professional Services > Distribution Center,diving_center,0.44166666666666665,semantic_group,entertainment_recreation,True,Fair
52e81612bcbc57f1066b7a37,Distribution Center,Business and Professional Services > Distribution Center,distribution_services,0.4666666666666667,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b39,Electrical Equipment Supplier,Business and Professional Services > Electrical Equipment Supplier,hydraulic_equipment_supplier,0.5587719298245615,semantic_group,retail_shopping,True,Fair
63be6904847c3692a84b9b39,Electrical Equipment Supplier,Business and Professional Services > Electrical Equipment Supplier,natural_gas_supplier,0.32857142857142857,semantic_group,transportation,True,Fair
63be6904847c3692a84b9b39,Electrical Equipment Supplier,Business and Professional Services > Electrical Equipment Supplier,office_equipment,0.3383333333333334,semantic_group,services_professional,True,Fair
52f2ab2ebcbc57f1066b8b57,Employment Agency,Business and Professional Services > Employment Agency,car_rental_agency,0.3602941176470589,semantic_group,transportation,True,Fair
52f2ab2ebcbc57f1066b8b57,Employment Agency,Business and Professional Services > Employment Agency,freight_forwarding_agency,0.31547619047619047,semantic_group,government_public,True,Fair
52f2ab2ebcbc57f1066b8b57,Employment Agency,Business and Professional Services > Employment Agency,talent_agency,0.45999999999999996,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b3a,Engineer,Business and Professional Services > Engineer,engineering_services,0.4285714285714286,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b3b,Entertainment Agency,Business and Professional Services > Entertainment Agency,entertainment_law,0.49099099099099097,semantic_group,entertainment_recreation,True,Fair
63be6904847c3692a84b9b3b,Entertainment Agency,Business and Professional Services > Entertainment Agency,certification_agency,0.42666666666666664,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b3b,Entertainment Agency,Business and Professional Services > Entertainment Agency,bus_ticket_agency,0.3195945945945946,semantic_group,transportation,True,Fair
56aa371be4b08b9a8d573554,Entertainment Service,Business and Professional Services > Entertainment Service,corporate_entertainment_services,0.6419811320754718,semantic_group,entertainment_recreation,True,Good
56aa371be4b08b9a8d573554,Entertainment Service,Business and Professional Services > Entertainment Service,antenna_service,0.43333333333333335,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b3c,Equipment Rental Service,Business and Professional Services > Equipment Rental Service,bank_equipment_service,0.5456521739130435,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b3c,Equipment Rental Service,Business and Professional Services > Equipment Rental Service,party_equipment_rental,0.5282608695652173,semantic_group,transportation,True,Fair
5454152e498ef71e2b9132c6,Event Service,Business and Professional Services > Event Service,event_technology_service,0.6144144144144144,semantic_group,services_professional,True,Good
5454152e498ef71e2b9132c6,Event Service,Business and Professional Services > Event Service,rental_services,0.3142857142857143,semantic_group,transportation,True,Fair
4bf58dd8d48988d171941735,Event Space,Business and Professional Services > Event Space,shared_office_space,0.3383333333333334,semantic_group,services_professional,True,Fair
4eb1bea83b7b6f98df247e06,Factory,Business and Professional Services > Factory,shoe_factory,0.7447368421052631,direct_match,none,True,Good
56aa371be4b08b9a8d573523,Film Studio,Business and Professional Services > Film Studio,pilates_studio,0.45466666666666666,direct_match,none,True,Fair
63be6904847c3692a84b9b3d,Financial Service,Business and Professional Services > Financial Service,financial_service,1.0,semantic_group,services_professional,True,Excellent
63be6904847c3692a84b9b3e,Accounting and Bookkeeping Service,Business and Professional Services > Financial Service > Accounting and Bookkeeping Service,consultant_and_general_service,0.41666666666666663,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b3f,Banking and Finance,Business and Professional Services > Financial Service > Banking and Finance,,0.0,no_match,none,False,
52f2ab2ebcbc57f1066b8b56,ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,atms,0.5428571428571429,direct_match,none,True,Fair
4bf58dd8d48988d10a951735,Bank,Business and Professional Services > Financial Service > Banking and Finance > Bank,banks,0.5555555555555556,direct_match,none,True,Fair
5032850891d4c4b30a586d62,Credit Union,Business and Professional Services > Financial Service > Banking and Finance > Credit Union,credit_union,1.0,direct_match,none,True,Excellent
63be6904847c3692a84b9b40,Business Broker,Business and Professional Services > Financial Service > Business Broker,business_to_business_services,0.34318181818181814,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b40,Business Broker,Business and Professional Services > Financial Service > Business Broker,business_brokers,0.7537634408602152,semantic_group,transportation,True,Good
52f2ab2ebcbc57f1066b8b2d,Check Cashing Service,Business and Professional Services > Financial Service > Check Cashing Service,threading_service,0.41973684210526313,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b41,Collections Service,Business and Professional Services > Financial Service > Collections Service,demolition_service,0.46936936936936935,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b42,Credit Counseling and Bankruptcy Service,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,freight_and_cargo_service,0.3767032967032967,semantic_group,services_professional,True,Fair
5744ccdfe4b0c0459246b4be,Currency Exchange,Business and Professional Services > Financial Service > Currency Exchange,currency_exchange,1.0,direct_match,none,True,Excellent
63be6904847c3692a84b9b43,Financial Planner,Business and Professional Services > Financial Service > Financial Planner,financial_advising,0.440952380952381,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b44,Loans Agency,Business and Professional Services > Financial Service > Loans Agency,media_agency,0.43333333333333335,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b45,Stock Broker,Business and Professional Services > Financial Service > Stock Broker,customs_broker,0.47435897435897434,direct_match,none,True,Fair
56aa371be4b08b9a8d573550,Food and Beverage Service,Business and Professional Services > Food and Beverage Service,food_and_beverage_exporter,0.6137254901960785,semantic_group,food_dining,True,Good
56aa371be4b08b9a8d573550,Food and Beverage Service,Business and Professional Services > Food and Beverage Service,food_beverage_service_distribution,0.5847457627118644,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b46,Caterer,Business and Professional Services > Food and Beverage Service > Caterer,caterer,1.0,direct_match,none,True,Excellent
63be6904847c3692a84b9b47,Food Distribution Center,Business and Professional Services > Food and Beverage Service > Food Distribution Center,food,0.48095238095238096,semantic_group,food_dining,True,Fair
63be6904847c3692a84b9b47,Food Distribution Center,Business and Professional Services > Food and Beverage Service > Food Distribution Center,visitor_center,0.3565789473684211,semantic_group,entertainment_recreation,True,Fair
4f4534884b9074f6e4fb0174,Funeral Home,Business and Professional Services > Funeral Home,holiday_rental_home,0.3314516129032258,semantic_group,transportation,True,Fair
4f4534884b9074f6e4fb0174,Funeral Home,Business and Professional Services > Funeral Home,home_service,0.3,semantic_group,services_professional,True,Poor
63be6904847c3692a84b9b48,Geological Service,Business and Professional Services > Geological Service,geological_services,0.7558558558558559,semantic_group,services_professional,True,Good
54541900498ea6ccd0202697,Health and Beauty Service,Business and Professional Services > Health and Beauty Service,health_and_medical,0.46046511627906983,semantic_group,healthcare_medical,True,Fair
54541900498ea6ccd0202697,Health and Beauty Service,Business and Professional Services > Health and Beauty Service,power_plants_and_power_plant_service,0.3920374707259953,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b49,Barbershop,Business and Professional Services > Health and Beauty Service > Barbershop,barber,0.5,semantic_group,food_dining,True,Fair
52e81612bcbc57f1066b7a27,Bath House,Business and Professional Services > Health and Beauty Service > Bath House,bounce_house_rental,0.3181034482758621,semantic_group,transportation,True,Fair
52f2ab2ebcbc57f1066b8b20,Body Piercing Shop,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,auto_body_shop,0.475,semantic_group,retail_shopping,True,Fair
52f2ab2ebcbc57f1066b8b1d,Dry Cleaner,Business and Professional Services > Health and Beauty Service > Dry Cleaner,dry_cleaning,0.4797101449275363,semantic_group,services_professional,True,Fair
63be6904847c3692a84b9b4a,Hair Removal Service,Business and Professional Services > Health and Beauty Service > Hair Removal Service,snow_removal_service,0.5700000000000001,semantic_group,services_professional,True,Fair
4bf58dd8d48988d110951735,Hair Salon,Business and Professional Services > Health and Beauty Service > Hair Salon,hair_salon,1.0,direct_match,none,True,Excellent
52f2ab2ebcbc57f1066b8b3c,Massage Clinic,Business and Professional Services > Health and Beauty Service > Massage Clinic,dialysis_clinic,0.442528735632184,semantic_group,healthcare_medical,True,Fair
4f04aa0c2fb6e1c99f3db0b8,Nail Salon,Business and Professional Services > Health and Beauty Service > Nail Salon,nail_salon,1.0,direct_match,none,True,Excellent
63be6904847c3692a84b9b4b,Skin Care Clinic,Business and Professional Services > Health and Beauty Service > Skin Care Clinic,foster_care_services,0.30000000000000004,semantic_group,services_professional,True,Fair
